,Date,Bitcoin_prices,EUR USD prices,Gold prices,Nasdaq prices,SP 500 prices,SP 500 VIX prices,Tesla prices
0,2012-02-02,"6,1","1,3146","1756,80","2491,50","1322,75","19,13","6,05"
1,2012-02-03,"6,0","1,3144","1737,90","2523,00","1339,00","17,92","6,23"
2,2012-02-04,"5,9","1,3144","1737,90","2523,00","1339,00","17,92","6,23"
3,2012-02-05,"5,7","1,3144","1737,90","2523,00","1339,00","17,92","6,23"
4,2012-02-06,"5,4","1,3134","1722,80","2525,75","1339,00","18,08","6,36"
5,2012-02-07,"5,7","1,3266","1746,40","2529,25","1344,75","18,33","6,32"
6,2012-02-08,"5,6","1,3258","1729,30","2544,75","1347,00","19,1","6,39"
7,2012-02-09,"5,8","1,3283","1739,00","2561,00","1348,25","19,98","6,52"
8,2012-02-10,"5,9","1,3175","1723,30","2548,50","1340,50","21,63","6,22"
9,2012-02-11,"5,6","1,3175","1723,30","2548,50","1340,50","21,63","6,22"
10,2012-02-12,"5,5","1,3175","1723,30","2548,50","1340,50","21,63","6,22"
11,2012-02-13,"5,3","1,3194","1723,00","2567,75","1349,00","21,9","6,30"
12,2012-02-14,"4,5","1,3119","1715,90","2576,00","1347,75","22,42","6,63"
13,2012-02-15,"4,3","1,3071","1726,30","2557,50","1342,25","24,23","6,72"
14,2012-02-16,"4,3","1,3141","1726,80","2593,50","1354,75","22,77","6,84"
15,2012-02-17,"4,4","1,3152","1724,50","2582,00","1359,75","22,58","6,99"
16,2012-02-18,"4,2","1,3152","1724,50","2582,00","1359,75","22,58","6,99"
17,2012-02-19,"4,4","1,3152","1724,50","2582,00","1359,75","22,58","6,99"
18,2012-02-20,"4,4","1,324","1724,50","2582,00","1359,75","22,58","6,99"
19,2012-02-21,"4,3","1,3241","1757,10","2591,00","1360,00","22,52","6,90"
20,2012-02-22,"4,4","1,3245","1770,00","2578,75","1356,00","21,83","6,84"
21,2012-02-23,"5,0","1,3369","1784,90","2600,75","1363,00","20,25","6,91"
22,2012-02-24,"5,0","1,3457","1775,10","2601,50","1363,25","21,17","6,75"
23,2012-02-25,"4,8","1,3457","1775,10","2601,50","1363,25","21,17","6,75"
24,2012-02-26,"4,9","1,3457","1775,10","2601,50","1363,25","21,17","6,75"
25,2012-02-27,"5,0","1,34","1773,60","2608,00","1367,25","21,48","6,72"
26,2012-02-28,"4,9","1,347","1787,00","2632,00","1371,50","20,88","6,76"
27,2012-02-29,"4,9","1,3326","1709,90","2623,00","1364,50","20,98","6,68"
28,2012-03-01,"4,9","1,3312","1721,10","2643,25","1374,50","20,02","6,88"
29,2012-03-02,"4,7","1,3203","1708,80","2643,50","1368,75","20,38","6,81"
30,2012-03-03,"4,6","1,3203","1708,80","2643,50","1368,75","20,38","6,81"
31,2012-03-04,"4,8","1,3203","1708,80","2643,50","1368,75","20,38","6,81"
32,2012-03-05,"5,0","1,3218","1703,00","2616,00","1364,50","20,13","6,75"
33,2012-03-06,"5,0","1,3115","1671,40","2589,50","1342,00","22,52","6,62"
34,2012-03-07,"4,9","1,315","1683,30","2608,75","1352,75","20,63","6,62"
35,2012-03-08,"4,9","1,3271","1698,10","2637,75","1366,50","19,67","6,61"
36,2012-03-09,"4,9","1,3114","1710,90","2648,50","1372,50","19,02","6,95"
37,2012-03-10,"4,8","1,3114","1710,90","2648,50","1372,50","19,02","6,95"
38,2012-03-11,"4,9","1,3114","1710,90","2648,50","1372,50","19,02","6,95"
39,2012-03-12,"4,9","1,3155","1699,20","2651,50","1372,50","17,75","7,20"
40,2012-03-13,"5,3","1,3084","1693,70","2697,75","1396,25","16,98","7,22"
41,2012-03-14,"5,4","1,3029","1642,50","2706,25","1394,25","17,77","7,06"
42,2012-03-15,"5,3","1,3083","1659,10","2715,75","1401,75","17,05","7,00"
43,2012-03-16,"5,3","1,3175","1655,50","2713,06","1405,11","16,13","7,06"
44,2012-03-17,"5,2","1,3175","1655,50","2713,06","1405,11","16,13","7,06"
45,2012-03-18,"5,3","1,3175","1655,50","2713,06","1405,11","16,13","7,06"
46,2012-03-19,"4,7","1,3241","1666,90","2727,75","1404,00","19,98","7,00"
47,2012-03-20,"4,8","1,3225","1646,70","2735,50","1400,00","19,13","6,99"
48,2012-03-21,"4,8","1,3212","1650,00","2735,25","1397,50","18,08","7,03"
49,2012-03-22,"4,7","1,3198","1642,30","2731,25","1389,00","18,33","6,88"
50,2012-03-23,"4,7","1,3273","1662,30","2728,75","1394,00","16,98","6,82"
51,2012-03-24,"4,7","1,3273","1662,30","2728,75","1394,00","16,98","6,82"
52,2012-03-25,"4,6","1,3273","1662,30","2728,75","1394,00","16,98","6,82"
53,2012-03-26,"4,6","1,3358","1685,50","2777,00","1415,00","15,57","7,48"
54,2012-03-27,"4,8","1,3318","1684,80","2775,75","1406,50","17,58","7,59"
55,2012-03-28,"4,8","1,3317","1657,90","2768,00","1400,25","17,6","7,57"
56,2012-03-29,"4,8","1,3302","1652,20","2758,25","1398,25","17,13","7,47"
57,2012-03-30,"4,9","1,3344","1669,30","2750,75","1403,25","16,8","7,45"
58,2012-03-31,"4,9","1,3344","1669,30","2750,75","1403,25","16,8","7,45"
59,2012-04-01,"4,8","1,3344","1669,30","2750,75","1403,25","16,8","7,45"
60,2012-04-02,"5,0","1,3323","1677,50","2777,00","1412,50","17,02","7,32"
61,2012-04-03,"4,9","1,3234","1670,00","2779,00","1408,75","17,17","7,60"
62,2012-04-04,"4,9","1,3142","1612,30","2736,50","1393,25","17,92","7,00"
63,2012-04-05,"4,9","1,3064","1628,50","2753,75","1390,25","18,38","6,90"
64,2012-04-06,"4,9","1,3096","1628,50","2753,75","1390,25","18,38","6,90"
65,2012-04-07,"4,7","1,3096","1628,50","2753,75","1390,25","18,38","6,90"
66,2012-04-08,"4,8","1,3096","1628,50","2753,75","1390,25","18,38","6,90"
67,2012-04-09,"4,9","1,3102","1642,50","2728,50","1375,00","19,52","6,63"
68,2012-04-10,"4,8","1,3081","1659,50","2697,00","1357,00","21,13","6,49"
69,2012-04-11,"4,9","1,311","1659,00","2704,25","1364,00","20,67","6,62"
70,2012-04-12,"4,9","1,3186","1679,50","2738,75","1386,00","18,17","6,69"
71,2012-04-13,"4,9","1,3077","1659,10","2693,50","1365,00","19,92","6,72"
72,2012-04-14,"5,0","1,3077","1659,10","2693,50","1365,00","19,92","6,72"
73,2012-04-15,"5,0","1,3077","1659,10","2693,50","1365,00","19,92","6,72"
74,2012-04-16,"4,9","1,3139","1648,70","2663,75","1364,00","21,35","6,45"
75,2012-04-17,"5,0","1,3125","1650,30","2712,75","1383,50","19,98","6,45"
76,2012-04-18,"5,1","1,3121","1638,80","2694,50","1378,25","20,52","6,53"
77,2012-04-19,"5,1","1,3136","1640,60","2683,50","1372,50","20,4","6,63"
78,2012-04-20,"5,3","1,3224","1642,10","2674,25","1375,25","19,7","6,63"
79,2012-04-21,"5,3","1,3224","1642,10","2674,25","1375,25","19,7","6,63"
80,2012-04-22,"5,2","1,3224","1642,10","2674,25","1375,25","19,7","6,63"
81,2012-04-23,"5,0","1,3155","1631,90","2650,25","1362,75","20,6","6,39"
82,2012-04-24,"5,1","1,3194","1643,00","2632,50","1370,00","19,75","6,36"
83,2012-04-25,"5,1","1,3223","1641,40","2704,50","1387,25","18,55","6,58"
84,2012-04-26,"5,1","1,3209","1659,60","2720,25","1396,75","18,0","6,70"
85,2012-04-27,"5,1","1,3255","1664,00","2736,75","1398,50","18,05","6,67"
86,2012-04-28,"5,0","1,3255","1664,00","2736,75","1398,50","18,05","6,67"
87,2012-04-29,"4,9","1,3255","1664,00","2736,75","1398,50","18,05","6,67"
88,2012-04-30,"4,9","1,3241","1663,40","2719,25","1393,50","18,45","6,63"
89,2012-05-01,"5,0","1,3239","1661,70","2718,50","1400,50","18,0","6,76"
90,2012-05-02,"5,1","1,3157","1653,40","2727,50","1397,50","18,05","6,79"
91,2012-05-03,"5,1","1,3152","1634,20","2692,00","1386,00","18,8","6,49"
92,2012-05-04,"5,1","1,3083","1644,70","2625,50","1362,50","20,0","6,37"
93,2012-05-05,"5,1","1,3083","1644,70","2625,50","1362,50","20,0","6,37"
94,2012-05-06,"5,1","1,3083","1644,70","2625,50","1362,50","20,0","6,37"
95,2012-05-07,"5,1","1,3054","1638,60","2636,50","1365,75","19,35","6,49"
96,2012-05-08,"5,1","1,3003","1604,00","2622,75","1358,50","19,55","6,04"
97,2012-05-09,"5,0","1,2933","1593,70","2619,25","1351,00","20,5","6,01"
98,2012-05-10,"4,8","1,2936","1595,10","2618,75","1357,50","19,35","6,59"
99,2012-05-11,"5,0","1,2917","1583,60","2610,75","1350,00","20,1","6,45"
100,2012-05-12,"4,9","1,2917","1583,60","2610,75","1350,00","20,1","6,45"
101,2012-05-13,"4,9","1,2917","1583,60","2610,75","1350,00","20,1","6,45"
102,2012-05-14,"5,0","1,2826","1560,60","2585,00","1334,00","21,95","6,01"
103,2012-05-15,"5,0","1,2731","1556,80","2578,25","1328,25","21,85","5,89"
104,2012-05-16,"5,1","1,2716","1536,20","2557,50","1322,50","24,4","5,84"
105,2012-05-17,"5,1","1,2694","1574,50","2504,75","1301,25","26,2","5,71"
106,2012-05-18,"5,1","1,2783","1591,60","2468,25","1290,75","28,2","5,51"
107,2012-05-19,"5,1","1,2783","1591,60","2468,25","1290,75","28,2","5,51"
108,2012-05-20,"5,1","1,2783","1591,60","2468,25","1290,75","28,2","5,51"
109,2012-05-21,"5,1","1,2814","1588,40","2543,50","1315,75","24,25","5,75"
110,2012-05-22,"5,1","1,2684","1576,30","2535,25","1314,75","24,95","6,16"
111,2012-05-23,"5,1","1,2586","1548,10","2540,50","1315,75","24,8","6,20"
112,2012-05-24,"5,1","1,2536","1557,30","2536,25","1322,50","24,25","6,06"
113,2012-05-25,"5,2","1,2517","1568,80","2524,00","1315,00","24,55","5,96"
114,2012-05-26,"5,1","1,2517","1568,80","2524,00","1315,00","24,55","5,96"
115,2012-05-27,"5,1","1,2517","1568,80","2524,00","1315,00","24,55","5,96"
116,2012-05-28,"5,1","1,2542","1568,80","2524,00","1315,00","24,55","5,96"
117,2012-05-29,"5,2","1,2498","1548,60","2559,50","1333,50","23,0","6,34"
118,2012-05-30,"5,1","1,237","1563,40","2530,75","1308,50","25,7","6,08"
119,2012-05-31,"5,2","1,2359","1562,60","2524,00","1309,25","26,0","5,90"
120,2012-06-01,"5,3","1,2435","1620,50","2455,00","1274,00","27,75","5,63"
121,2012-06-02,"5,3","1,2435","1620,50","2455,00","1274,00","27,75","5,63"
122,2012-06-03,"5,2","1,2435","1620,50","2455,00","1274,00","27,75","5,63"
123,2012-06-04,"5,3","1,2498","1612,20","2469,00","1273,00","26,95","5,58"
124,2012-06-05,"5,4","1,2454","1615,20","2488,75","1285,00","25,6","5,58"
125,2012-06-06,"5,5","1,2572","1632,80","2550,00","1315,50","23,4","5,84"
126,2012-06-07,"5,6","1,2562","1586,60","2536,25","1316,75","23,05","5,79"
127,2012-06-08,"5,6","1,2517","1590,10","2562,50","1328,75","21,7","6,02"
128,2012-06-09,"5,6","1,2517","1590,10","2562,50","1328,75","21,7","6,02"
129,2012-06-10,"5,5","1,2517","1590,10","2562,50","1328,75","21,7","6,02"
130,2012-06-11,"5,6","1,2475","1595,50","2515,25","1307,00","24,55","5,82"
131,2012-06-12,"5,7","1,2513","1612,70","2550,25","1326,75","23,45","5,93"
132,2012-06-13,"5,9","1,2556","1618,10","2528,00","1315,50","24,95","5,95"
133,2012-06-14,"5,9","1,2631","1618,40","2540,50","1333,00","22,95","5,88"
134,2012-06-15,"6,5","1,2638","1627,00","2547,50","1336,47","21,5","5,98"
135,2012-06-16,"6,4","1,2638","1627,00","2547,50","1336,47","21,5","5,98"
136,2012-06-17,"6,2","1,2638","1627,00","2547,50","1336,47","21,5","5,98"
137,2012-06-18,"6,3","1,2576","1625,70","2587,50","1341,00","19,0","6,37"
138,2012-06-19,"6,5","1,2688","1622,20","2612,50","1350,50","18,45","6,42"
139,2012-06-20,"6,7","1,2704","1614,80","2617,25","1350,75","20,45","6,76"
140,2012-06-21,"6,7","1,2544","1564,50","2551,75","1318,25","23,35","6,44"
141,2012-06-22,"6,6","1,257","1566,00","2573,50","1326,75","21,85","6,76"
142,2012-06-23,"6,4","1,257","1566,00","2573,50","1326,75","21,85","6,76"
143,2012-06-24,"6,3","1,257","1566,00","2573,50","1326,75","21,85","6,76"
144,2012-06-25,"6,3","1,2505","1587,50","2526,50","1306,50","22,45","6,62"
145,2012-06-26,"6,4","1,249","1574,00","2548,25","1315,50","21,75","6,32"
146,2012-06-27,"6,7","1,247","1577,50","2557,75","1325,50","21,7","6,39"
147,2012-06-28,"6,6","1,244","1549,70","2527,75","1322,50","21,35","6,28"
148,2012-06-29,"6,7","1,266","1603,50","2609,75","1356,50","19,55","6,26"
149,2012-06-30,"6,7","1,266","1603,50","2609,75","1356,50","19,55","6,26"
150,2012-07-01,"6,6","1,266","1603,50","2609,75","1356,50","19,55","6,26"
151,2012-07-02,"6,8","1,2586","1597,20","2614,25","1357,50","18,15","6,08"
152,2012-07-03,"6,4","1,2607","1621,30","2641,50","1368,00","17,7","6,13"
153,2012-07-04,"6,5","1,2523","1621,30","2641,50","1368,00","17,7","6,13"
154,2012-07-05,"6,7","1,2393","1608,90","2642,50","1361,50","18,8","6,25"
155,2012-07-06,"6,7","1,2288","1578,40","2609,00","1351,75","18,25","6,20"
156,2012-07-07,"6,8","1,2288","1578,40","2609,00","1351,75","18,25","6,20"
157,2012-07-08,"6,8","1,2288","1578,40","2609,00","1351,75","18,25","6,20"
158,2012-07-09,"7,0","1,2319","1588,60","2606,00","1349,25","18,4","6,30"
159,2012-07-10,"7,2","1,2252","1579,30","2578,00","1335,50","19,25","6,25"
160,2012-07-11,"7,2","1,2239","1575,20","2561,50","1336,25","18,3","6,30"
161,2012-07-12,"7,8","1,2198","1564,90","2537,75","1329,25","18,5","6,54"
162,2012-07-13,"7,7","1,2252","1591,60","2577,00","1351,75","17,45","6,85"
163,2012-07-14,"7,5","1,2252","1591,60","2577,00","1351,75","17,45","6,85"
164,2012-07-15,"7,6","1,2252","1591,60","2577,00","1351,75","17,45","6,85"
165,2012-07-16,"8,5","1,2273","1591,20","2571,50","1347,50","17,3","7,19"
166,2012-07-17,"8,8","1,2294","1589,10","2587,00","1358,50","16,65","6,67"
167,2012-07-18,"9,1","1,2284","1570,40","2620,00","1367,25","18,65","6,43"
168,2012-07-19,"8,9","1,228","1580,10","2652,25","1372,00","18,2","6,45"
169,2012-07-20,"8,5","1,2157","1582,50","2613,25","1358,25","19,15","6,36"
170,2012-07-21,"8,9","1,2157","1582,50","2613,25","1358,25","19,15","6,36"
171,2012-07-22,"8,4","1,2157","1582,50","2613,25","1358,25","19,15","6,36"
172,2012-07-23,"8,4","1,2115","1577,10","2579,25","1343,75","20,8","6,13"
173,2012-07-24,"8,6","1,206","1576,00","2548,50","1329,50","21,85","5,97"
174,2012-07-25,"8,8","1,2159","1608,00","2543,50","1335,00","21,1","5,79"
175,2012-07-26,"8,9","1,2283","1615,00","2572,50","1354,75","19,15","5,63"
176,2012-07-27,"8,9","1,2319","1617,90","2642,00","1382,50","18,6","5,90"
177,2012-07-28,"8,9","1,2319","1617,90","2642,00","1382,50","18,6","5,90"
178,2012-07-29,"8,7","1,2319","1617,90","2642,00","1382,50","18,6","5,90"
179,2012-07-30,"9,1","1,226","1619,70","2635,75","1380,50","19,5","5,47"
180,2012-07-31,"9,4","1,2304","1610,50","2636,50","1374,50","19,9","5,48"
181,2012-08-01,"9,6","1,2226","1603,70","2625,00","1370,50","19,7","5,25"
182,2012-08-02,"10,5","1,218","1587,40","2618,50","1362,00","18,7","5,22"
183,2012-08-03,"11,0","1,2387","1606,00","2671,00","1389,00","17,2","5,45"
184,2012-08-04,"11,0","1,2387","1606,00","2671,00","1389,00","17,2","5,45"
185,2012-08-05,"10,9","1,2387","1606,00","2671,00","1389,00","17,2","5,45"
186,2012-08-06,"10,9","1,2401","1612,90","2686,50","1390,00","16,85","5,65"
187,2012-08-07,"11,1","1,2401","1609,70","2710,00","1397,00","17,65","6,05"
188,2012-08-08,"11,1","1,2365","1612,90","2706,75","1398,25","16,8","5,82"
189,2012-08-09,"11,1","1,2306","1617,10","2717,75","1400,50","16,55","5,88"
190,2012-08-10,"11,4","1,229","1619,70","2721,00","1402,50","16,35","5,99"
191,2012-08-11,"11,5","1,229","1619,70","2721,00","1402,50","16,35","5,99"
192,2012-08-12,"11,6","1,229","1619,70","2721,00","1402,50","16,35","5,99"
193,2012-08-13,"12,0","1,2332","1609,60","2728,00","1402,50","15,8","6,23"
194,2012-08-14,"12,2","1,2322","1599,40","2726,75","1401,50","16,4","5,88"
195,2012-08-15,"13,3","1,2289","1603,70","2738,50","1403,50","16,2","5,88"
196,2012-08-16,"13,5","1,2355","1616,10","2763,50","1413,00","15,9","6,06"
197,2012-08-17,"11,6","1,2334","1616,30","2776,00","1415,25","15,1","6,00"
198,2012-08-18,"11,6","1,2334","1616,30","2776,00","1415,25","15,1","6,00"
199,2012-08-19,"8,0","1,2334","1616,30","2776,00","1415,25","15,1","6,00"
200,2012-08-20,"10,1","1,2344","1620,10","2780,00","1414,75","14,65","5,90"
201,2012-08-21,"9,9","1,2472","1639,90","2774,00","1412,50","14,9","5,82"
202,2012-08-22,"9,8","1,2528","1637,40","2781,25","1412,25","19,0","5,99"
203,2012-08-23,"10,1","1,2564","1669,60","2761,00","1400,00","19,3","6,15"
204,2012-08-24,"10,6","1,2513","1669,80","2775,00","1409,75","18,55","5,90"
205,2012-08-25,"10,5","1,2513","1669,80","2775,00","1409,75","18,55","5,90"
206,2012-08-26,"10,6","1,2513","1669,80","2775,00","1409,75","18,55","5,90"
207,2012-08-27,"10,9","1,25","1672,40","2782,75","1408,25","18,8","5,66"
208,2012-08-28,"10,9","1,2565","1666,50","2780,75","1407,75","19,0","5,74"
209,2012-08-29,"10,9","1,2529","1659,80","2781,25","1407,25","19,25","5,68"
210,2012-08-30,"10,8","1,2506","1653,50","2753,75","1397,00","19,7","5,68"
211,2012-08-31,"10,2","1,2577","1684,60","2771,00","1405,00","18,95","5,70"
212,2012-09-01,"10,0","1,2577","1684,60","2771,00","1405,00","18,95","5,70"
213,2012-09-02,"10,2","1,2577","1684,60","2771,00","1405,00","18,95","5,70"
214,2012-09-03,"10,5","1,2594","1684,60","2771,00","1405,00","18,95","5,70"
215,2012-09-04,"10,4","1,2567","1692,90","2774,50","1406,00","18,65","5,63"
216,2012-09-05,"11,0","1,2601","1690,80","2767,50","1403,50","18,15","5,59"
217,2012-09-06,"11,2","1,2631","1702,60","2825,50","1431,00","16,1","5,71"
218,2012-09-07,"11,0","1,2816","1737,50","2823,00","1438,25","15,1","5,87"
219,2012-09-08,"11,0","1,2816","1737,50","2823,00","1438,25","15,1","5,87"
220,2012-09-09,"11,0","1,2816","1737,50","2823,00","1438,25","15,1","5,87"
221,2012-09-10,"11,2","1,2759","1728,70","2784,50","1426,50","16,5","5,47"
222,2012-09-11,"11,3","1,2855","1731,80","2779,25","1430,50","16,6","5,56"
223,2012-09-12,"11,4","1,29","1730,60","2796,25","1439,50","15,8","5,66"
224,2012-09-13,"11,4","1,2989","1769,10","2827,50","1457,25","14,9","5,90"
225,2012-09-14,"11,7","1,3127","1769,80","2856,50","1465,75","15,75","6,08"
226,2012-09-15,"11,8","1,3127","1769,80","2856,50","1465,75","15,75","6,08"
227,2012-09-16,"11,9","1,3127","1769,80","2856,50","1465,75","15,75","6,08"
228,2012-09-17,"11,9","1,3117","1767,70","2852,00","1460,75","15,0","6,51"
229,2012-09-18,"12,3","1,3048","1768,40","2855,50","1459,25","14,3","6,27"
230,2012-09-19,"12,6","1,3048","1769,00","2859,00","1459,50","16,05","6,21"
231,2012-09-20,"12,3","1,2969","1767,70","2859,50","1460,50","16,4","6,18"
232,2012-09-21,"12,4","1,298","1775,50","2875,44","1467,17","16,05","6,00"
233,2012-09-22,"12,2","1,298","1775,50","2875,44","1467,17","16,05","6,00"
234,2012-09-23,"12,2","1,298","1775,50","2875,44","1467,17","16,05","6,00"
235,2012-09-24,"12,1","1,2931","1762,10","2838,25","1451,50","15,9","6,13"
236,2012-09-25,"12,2","1,29","1763,80","2803,25","1437,25","17,15","5,53"
237,2012-09-26,"12,3","1,2872","1750,60","2774,25","1427,00","17,75","5,51"
238,2012-09-27,"12,3","1,2914","1777,60","2814,50","1441,00","16,1","5,70"
239,2012-09-28,"12,4","1,2858","1771,10","2792,00","1434,25","16,4","5,86"
240,2012-09-29,"12,4","1,2858","1771,10","2792,00","1434,25","16,4","5,86"
241,2012-09-30,"12,4","1,2858","1771,10","2792,00","1434,25","16,4","5,86"
242,2012-10-01,"12,4","1,2889","1780,50","2788,25","1437,00","16,95","5,83"
243,2012-10-02,"12,8","1,292","1772,70","2795,25","1441,00","16,6","5,96"
244,2012-10-03,"12,9","1,2906","1777,30","2808,00","1444,75","16,5","5,86"
245,2012-10-04,"12,9","1,3018","1794,10","2821,50","1455,75","15,8","5,88"
246,2012-10-05,"12,7","1,3034","1778,60","2804,25","1455,50","15,75","5,78"
247,2012-10-06,"12,5","1,3034","1778,60","2804,25","1455,50","15,75","5,78"
248,2012-10-07,"11,8","1,3034","1778,60","2804,25","1455,50","15,75","5,78"
249,2012-10-08,"11,8","1,297","1773,50","2777,50","1449,75","15,9","5,85"
250,2012-10-09,"11,9","1,2885","1763,00","2734,00","1436,00","16,7","5,67"
251,2012-10-10,"12,1","1,2875","1763,20","2722,75","1426,25","16,75","5,68"
252,2012-10-11,"12,0","1,2927","1768,80","2713,25","1428,50","16,2","5,66"
253,2012-10-12,"12,0","1,295","1758,00","2710,00","1421,50","16,65","5,53"
254,2012-10-13,"11,9","1,295","1758,00","2710,00","1421,50","16,65","5,53"
255,2012-10-14,"11,7","1,295","1758,00","2710,00","1421,50","16,65","5,53"
256,2012-10-15,"11,8","1,295","1736,00","2731,25","1435,50","15,7","5,47"
257,2012-10-16,"11,9","1,3054","1744,70","2765,25","1449,25","15,5","5,61"
258,2012-10-17,"11,8","1,3119","1751,50","2770,50","1457,00","16,45","5,76"
259,2012-10-18,"11,9","1,3066","1743,30","2732,75","1451,50","16,7","5,61"
260,2012-10-19,"11,7","1,3022","1722,80","2664,00","1424,00","17,6","5,55"
261,2012-10-20,"11,7","1,3022","1722,80","2664,00","1424,00","17,6","5,55"
262,2012-10-21,"11,6","1,3022","1722,80","2664,00","1424,00","17,6","5,55"
263,2012-10-22,"11,7","1,306","1725,10","2687,75","1430,00","17,35","5,57"
264,2012-10-23,"11,6","1,2986","1708,30","2660,50","1406,75","19,2","5,68"
265,2012-10-24,"11,6","1,2974","1700,50","2650,50","1405,25","18,75","5,48"
266,2012-10-25,"10,9","1,2934","1712,00","2648,00","1408,25","18,3","5,50"
267,2012-10-26,"10,2","1,2942","1710,90","2659,00","1407,50","18,25","5,48"
268,2012-10-27,"10,3","1,2942","1710,90","2659,00","1407,50","18,25","5,48"
269,2012-10-28,"10,7","1,2942","1710,90","2659,00","1407,50","18,25","5,48"
270,2012-10-29,"10,6","1,2904","1707,70","2659,00","1407,50","18,27","5,48"
271,2012-10-30,"10,9","1,2959","1710,50","2659,00","1407,50","18,27","5,48"
272,2012-10-31,"11,2","1,296","1717,50","2640,50","1406,75","18,95","5,63"
273,2012-11-01,"10,6","1,2942","1714,10","2684,75","1423,25","16,9","5,85"
274,2012-11-02,"10,5","1,2837","1674,10","2641,00","1405,50","17,8","5,78"
275,2012-11-03,"10,6","1,2837","1674,10","2641,00","1405,50","17,8","5,78"
276,2012-11-04,"10,8","1,2837","1674,10","2641,00","1405,50","17,8","5,78"
277,2012-11-05,"10,8","1,2797","1682,20","2662,25","1412,00","18,1","6,30"
278,2012-11-06,"10,9","1,2814","1714,10","2675,75","1425,25","17,05","6,23"
279,2012-11-07,"10,9","1,2771","1713,20","2610,00","1389,00","18,85","6,31"
280,2012-11-08,"10,9","1,2747","1725,40","2572,00","1375,25","18,5","6,26"
281,2012-11-09,"10,8","1,2709","1730,30","2580,50","1375,75","18,6","6,06"
282,2012-11-10,"10,9","1,2709","1730,30","2580,50","1375,75","18,6","6,06"
283,2012-11-11,"10,9","1,2709","1730,30","2580,50","1375,75","18,6","6,06"
284,2012-11-12,"11,0","1,271","1730,30","2581,00","1378,25","17,1","6,21"
285,2012-11-13,"10,9","1,2704","1724,20","2560,50","1371,00","16,95","6,32"
286,2012-11-14,"10,9","1,2736","1729,50","2529,50","1353,00","17,85","6,28"
287,2012-11-15,"11,2","1,278","1713,30","2522,00","1351,25","18,05","6,16"
288,2012-11-16,"11,8","1,2744","1714,30","2533,00","1359,75","16,75","6,37"
289,2012-11-17,"11,8","1,2744","1714,30","2533,00","1359,75","16,75","6,37"
290,2012-11-18,"11,6","1,2744","1714,30","2533,00","1359,75","16,75","6,37"
291,2012-11-19,"11,8","1,2813","1734,00","2585,50","1382,50","15,25","6,58"
292,2012-11-20,"11,7","1,2818","1723,20","2593,50","1386,25","15,15","6,60"
293,2012-11-21,"11,8","1,2829","1727,90","2596,00","1388,25","16,45","6,49"
294,2012-11-22,"12,4","1,2883","1727,90","2596,00","1388,25","16,45","6,49"
295,2012-11-23,"12,3","1,2976","1751,30","2634,25","1405,25","16,1","6,43"
296,2012-11-24,"12,4","1,2976","1751,30","2634,25","1405,25","16,1","6,43"
297,2012-11-25,"12,5","1,2976","1751,30","2634,25","1405,25","16,1","6,43"
298,2012-11-26,"12,3","1,2973","1749,50","2645,75","1403,25","15,6","6,45"
299,2012-11-27,"12,2","1,2945","1742,20","2641,25","1397,50","16,15","6,43"
300,2012-11-28,"12,4","1,2953","1716,50","2660,50","1407,00","15,5","6,65"
301,2012-11-29,"12,4","1,2978","1727,20","2680,00","1415,75","15,25","6,74"
302,2012-11-30,"12,6","1,2986","1710,90","2675,75","1414,50","15,55","6,76"
303,2012-12-01,"12,6","1,2986","1710,90","2675,75","1414,50","15,55","6,76"
304,2012-12-02,"12,5","1,2986","1710,90","2675,75","1414,50","15,55","6,76"
305,2012-12-03,"12,7","1,3054","1719,60","2670,00","1407,00","16,4","6,92"
306,2012-12-04,"13,4","1,3094","1694,40","2664,50","1405,50","16,5","6,78"
307,2012-12-05,"13,4","1,3068","1692,40","2637,50","1408,25","16,1","6,74"
308,2012-12-06,"13,3","1,2968","1700,30","2654,00","1413,00","16,4","6,78"
309,2012-12-07,"13,5","1,2927","1704,00","2636,00","1416,00","16,0","6,83"
310,2012-12-08,"13,4","1,2927","1704,00","2636,00","1416,00","16,0","6,83"
311,2012-12-09,"13,4","1,2927","1704,00","2636,00","1416,00","16,0","6,83"
312,2012-12-10,"13,4","1,2941","1713,00","2650,50","1420,25","16,0","6,91"
313,2012-12-11,"13,6","1,3006","1708,20","2685,75","1431,50","15,55","7,06"
314,2012-12-12,"13,7","1,3074","1716,60","2670,25","1427,25","16,1","7,05"
315,2012-12-13,"13,7","1,3078","1695,60","2651,75","1418,00","16,6","6,72"
316,2012-12-14,"13,6","1,3163","1695,80","2627,75","1415,00","16,85","6,76"
317,2012-12-15,"13,5","1,3163","1695,80","2627,75","1415,00","16,85","6,76"
318,2012-12-16,"13,3","1,3163","1695,80","2627,75","1415,00","16,85","6,76"
319,2012-12-17,"13,3","1,3165","1697,00","2666,50","1432,50","16,2","6,88"
320,2012-12-18,"13,3","1,323","1669,50","2704,00","1445,75","15,55","6,92"
321,2012-12-19,"13,6","1,3228","1666,50","2694,25","1437,25","17,1","6,92"
322,2012-12-20,"13,5","1,3244","1644,90","2693,00","1445,50","17,5","6,89"
323,2012-12-21,"13,5","1,3188","1659,10","2658,05","1433,59","18,25","6,80"
324,2012-12-22,"13,4","1,3188","1659,10","2658,05","1433,59","18,25","6,80"
