,Date,Bitcoin_prices,EUR USD prices,Gold prices,Nasdaq prices,SP 500 prices,SP 500 VIX prices,Tesla prices
1505,2016-03-20,"411,3","1,127","1302,00","4425,81","2050,07","17,73","46,55"
1506,2016-03-21,"411,9","1,1241","1292,70","4416,25","2042,75","16,98","47,66"
1507,2016-03-22,"417,7","1,1217","1298,80","4434,50","2042,50","16,82","46,85"
1508,2016-03-23,"418,1","1,1184","1274,00","4395,50","2028,75","17,73","44,52"
1509,2016-03-24,"415,3","1,1174","1272,40","4397,25","2028,50","17,38","45,55"
1510,2016-03-25,"416,0","1,1166","1216,70","4397,25","2028,50","17,38","45,55"
1511,2016-03-26,"416,7","1,1166","1216,70","4397,25","2028,50","17,38","45,55"
1512,2016-03-27,"427,4","1,1166","1216,70","4397,25","2028,50","17,38","45,55"
1513,2016-03-28,"424,1","1,1196","1270,70","4389,50","2028,00","17,12","46,05"
1514,2016-03-29,"415,8","1,1291","1286,30","4458,25","2047,50","16,07","46,03"
1515,2016-03-30,"413,2","1,1338","1276,90","4482,00","2055,25","15,85","45,38"
1516,2016-03-31,"416,0","1,138","1280,90","4476,25","2051,50","15,93","45,95"
1517,2016-04-01,"417,6","1,1387","1268,90","4528,50","2065,00","15,43","47,52"
1518,2016-04-02,"420,3","1,1387","1268,90","4528,50","2065,00","15,43","47,52"
1519,2016-04-03,"420,6","1,1387","1268,90","4528,50","2065,00","15,43","47,52"
1520,2016-04-04,"420,5","1,1392","1264,70","4500,25","2057,50","15,93","49,40"
1521,2016-04-05,"423,8","1,1384","1274,50","4469,50","2038,75","16,77","51,09"
1522,2016-04-06,"422,6","1,1399","1268,80","4535,00","2060,25","15,62","53,08"
1523,2016-04-07,"422,3","1,1377","1282,30","4470,25","2035,00","17,27","51,44"
1524,2016-04-08,"418,5","1,1401","1287,30","4467,25","2040,75","16,68","50,01"
1525,2016-04-09,"418,5","1,1401","1287,30","4467,25","2040,75","16,68","50,01"
1526,2016-04-10,"421,3","1,1401","1287,30","4467,25","2040,75","16,68","50,01"
1527,2016-04-11,"423,7","1,1408","1302,40","4451,50","2034,50","17,07","49,98"
1528,2016-04-12,"426,6","1,1386","1306,40","4490,00","2055,75","15,93","49,56"
1529,2016-04-13,"424,8","1,1274","1293,90","4547,75","2076,00","14,82","50,91"
1530,2016-04-14,"426,0","1,1268","1272,10","4546,25","2076,50","14,68","50,37"
1531,2016-04-15,"431,5","1,1283","1279,70","4538,50","2075,00","14,72","50,90"
1532,2016-04-16,"432,0","1,1283","1279,70","4538,50","2075,00","14,72","50,90"
1533,2016-04-17,"428,5","1,1283","1279,70","4538,50","2075,00","14,72","50,90"
1534,2016-04-18,"430,0","1,1314","1280,30","4546,50","2086,75","13,82","50,78"
1535,2016-04-19,"437,8","1,1358","1300,80","4526,75","2093,75","13,25","49,47"
1536,2016-04-20,"444,0","1,1297","1302,30","4535,75","2098,00","13,25","49,99"
1537,2016-04-21,"452,0","1,1288","1299,50","4497,75","2082,75","16,77","49,66"
1538,2016-04-22,"447,8","1,1233","1278,80","4465,75","2086,00","16,18","50,75"
1539,2016-04-23,"453,7","1,1233","1278,80","4465,75","2086,00","16,18","50,75"
1540,2016-04-24,"463,0","1,1233","1278,80","4465,75","2086,00","16,18","50,75"
1541,2016-04-25,"461,8","1,1266","1289,10","4472,25","2083,25","16,23","50,36"
1542,2016-04-26,"468,1","1,1298","1292,40","4452,50","2088,50","15,93","50,75"
1543,2016-04-27,"445,1","1,1321","1299,80","4423,75","2090,75","15,47","50,29"
1544,2016-04-28,"450,5","1,1353","1316,80","4382,00","2072,50","16,48","49,54"
1545,2016-04-29,"455,3","1,1456","1341,40","4331,50","2059,00","16,88","48,15"
1546,2016-04-30,"446,6","1,1456","1341,40","4331,50","2059,00","16,88","48,15"
1547,2016-05-01,"451,1","1,1456","1341,40","4331,50","2059,00","16,88","48,15"
1548,2016-05-02,"443,7","1,1532","1347,30","4369,00","2074,25","15,78","48,36"
1549,2016-05-03,"450,4","1,1497","1342,80","4334,50","2057,00","16,62","46,46"
1550,2016-05-04,"447,4","1,1487","1324,30","4309,75","2047,00","16,88","44,51"
1551,2016-05-05,"448,4","1,1405","1317,80","4300,25","2044,00","16,73","42,31"
1552,2016-05-06,"461,2","1,1405","1340,10","4328,25","2052,75","15,72","42,99"
1553,2016-05-07,"460,2","1,1405","1340,10","4328,25","2052,75","15,72","42,99"
1554,2016-05-08,"459,9","1,1405","1340,10","4328,25","2052,75","15,72","42,99"
1555,2016-05-09,"461,6","1,1383","1312,90","4335,75","2054,25","15,47","41,78"
1556,2016-05-10,"450,7","1,1372","1311,30","4392,00","2077,50","14,53","41,74"
1557,2016-05-11,"452,3","1,1427","1322,60","4351,50","2058,00","15,62","41,79"
1558,2016-05-12,"455,0","1,1377","1317,70","4334,75","2058,75","15,22","41,46"
1559,2016-05-13,"455,8","1,1308","1319,50","4324,00","2043,50","15,88","41,52"
1560,2016-05-14,"455,8","1,1308","1319,50","4324,00","2043,50","15,88","41,52"
1561,2016-05-15,"457,9","1,1308","1319,50","4324,00","2043,50","15,88","41,52"
1562,2016-05-16,"453,0","1,132","1321,80","4375,25","2062,75","15,12","41,66"
1563,2016-05-17,"453,2","1,1314","1324,90","4319,50","2043,50","15,43","40,93"
1564,2016-05-18,"453,5","1,1217","1324,30","4332,25","2041,50","15,43","42,23"
1565,2016-05-19,"435,0","1,1203","1305,90","4317,25","2038,75","17,98","43,04"
1566,2016-05-20,"441,6","1,1224","1305,90","4362,25","2050,00","17,32","44,06"
1567,2016-05-21,"440,8","1,1224","1305,90","4362,25","2050,00","17,32","44,06"
1568,2016-05-22,"437,5","1,1224","1305,90","4362,25","2050,00","17,32","44,06"
1569,2016-05-23,"443,7","1,1219","1304,90","4352,50","2045,25","17,57","43,24"
1570,2016-05-24,"445,0","1,1141","1282,70","4445,25","2075,00","16,48","43,58"
1571,2016-05-25,"449,1","1,1155","1277,40","4474,75","2087,25","16,18","43,92"
1572,2016-05-26,"454,0","1,1194","1273,60","4492,25","2089,75","15,82","45,02"
1573,2016-05-27,"472,0","1,1115","1267,60","4510,00","2097,25","15,38","44,61"
1574,2016-05-28,"527,0","1,1115","1267,60","4510,00","2097,25","15,38","44,61"
1575,2016-05-29,"531,0","1,1115","1267,60","4519,62","2101,50","15,32","44,61"
1576,2016-05-30,"532,9","1,1147","1212,15","4521,12","2101,25","15,38","44,61"
1577,2016-05-31,"530,7","1,1132","1269,30","4524,25","2095,00","15,28","44,65"
1578,2016-06-01,"536,8","1,1188","1267,20","4521,50","2098,00","15,28","43,91"
1579,2016-06-02,"538,8","1,1151","1264,90","4532,25","2103,75","14,82","43,79"
1580,2016-06-03,"570,9","1,1367","1294,60","4509,00","2097,75","14,72","43,80"
1581,2016-06-04,"572,7","1,1367","1294,60","4509,00","2097,75","14,72","43,80"
1582,2016-06-05,"574,0","1,1367","1294,60","4509,00","2097,75","14,72","43,80"
1583,2016-06-06,"585,2","1,1355","1299,40","4525,50","2108,25","14,47","44,14"
1584,2016-06-07,"576,9","1,1358","1298,80","4514,25","2110,25","14,72","46,47"
1585,2016-06-08,"583,0","1,1394","1314,00","4519,00","2118,00","14,97","47,10"
1586,2016-06-09,"575,5","1,1316","1324,40","4512,00","2114,25","15,47","45,87"
1587,2016-06-10,"580,1","1,1251","1327,70","4465,75","2096,25","17,52","43,76"
1588,2016-06-11,"614,5","1,1251","1327,70","4465,75","2096,25","17,52","43,76"
1589,2016-06-12,"671,0","1,1251","1327,70","4465,75","2096,25","17,52","43,76"
1590,2016-06-13,"705,9","1,1292","1337,70","4426,25","2078,75","21,32","43,57"
1591,2016-06-14,"684,5","1,1208","1335,20","4425,25","2074,50","20,57","42,99"
1592,2016-06-15,"696,9","1,1259","1335,00","4412,75","2071,75","20,57","43,54"
1593,2016-06-16,"769,5","1,1226","1345,60","4424,75","2079,25","20,02","43,59"
1594,2016-06-17,"748,7","1,1277","1342,90","4417,25","2079,12","20,07","43,09"
1595,2016-06-18,"757,6","1,1277","1342,90","4417,25","2079,12","20,07","43,09"
1596,2016-06-19,"767,3","1,1277","1342,90","4417,25","2079,12","20,07","43,09"
1597,2016-06-20,"743,9","1,1314","1344,20","4390,00","2074,25","18,48","43,94"
1598,2016-06-21,"668,9","1,1242","1324,60","4400,25","2080,50","18,68","43,92"
1599,2016-06-22,"606,0","1,1297","1322,10","4394,50","2076,75","19,43","39,33"
1600,2016-06-23,"625,8","1,1389","1317,70","4462,50","2105,75","16,68","39,28"
1601,2016-06-24,"666,0","1,1117","1376,80","4262,25","2018,50","22,65","38,63"
1602,2016-06-25,"664,9","1,1117","1376,80","4262,25","2018,50","22,65","38,63"
1603,2016-06-26,"627,4","1,1117","1376,80","4262,25","2018,50","22,65","38,63"
1604,2016-06-27,"662,2","1,1026","1378,80","4178,00","1985,00","23,65","39,71"
1605,2016-06-28,"646,3","1,1067","1372,20","4281,00","2028,50","18,88","40,36"
1606,2016-06-29,"639,7","1,1125","1381,40","4362,75","2066,75","17,48","42,04"
1607,2016-06-30,"674,7","1,1105","1375,00","4407,00","2090,25","16,98","42,46"
1608,2016-07-01,"674,8","1,1136","1394,30","4433,25","2096,25","16,77","43,30"
1609,2016-07-02,"705,0","1,1136","1394,30","4433,25","2096,25","16,77","43,30"
1610,2016-07-03,"659,3","1,1136","1345,50","4426,62","2094,25","16,83","43,30"
1611,2016-07-04,"681,3","1,1156","1352,00","4435,38","2096,88","16,67","43,30"
1612,2016-07-05,"667,8","1,1076","1414,40","4404,00","2082,75","16,82","42,80"
1613,2016-07-06,"677,0","1,1099","1422,80","4439,50","2094,00","16,18","42,89"
1614,2016-07-07,"640,5","1,1063","1415,00","4452,25","2092,00","15,93","43,19"
1615,2016-07-08,"664,8","1,1054","1412,00","4517,25","2120,50","14,78","43,36"
1616,2016-07-09,"648,1","1,1054","1412,00","4517,25","2120,50","14,78","43,36"
1617,2016-07-10,"649,7","1,1054","1412,00","4517,25","2120,50","14,78","43,36"
1618,2016-07-11,"648,0","1,1058","1411,30","4549,50","2130,25","14,62","44,96"
1619,2016-07-12,"667,2","1,1059","1390,70","4569,75","2145,75","14,28","44,93"
1620,2016-07-13,"653,7","1,109","1399,00","4561,25","2146,00","14,18","44,51"
1621,2016-07-14,"659,8","1,112","1387,70","4590,00","2157,25","14,03","44,31"
1622,2016-07-15,"665,5","1,1036","1383,50","4579,25","2152,75","13,82","44,08"
1623,2016-07-16,"665,3","1,1036","1383,50","4579,25","2152,75","13,82","44,08"
1624,2016-07-17,"683,2","1,1036","1383,50","4579,25","2152,75","13,82","44,08"
1625,2016-07-18,"674,3","1,1074","1385,40","4608,25","2160,00","13,07","45,25"
1626,2016-07-19,"675,0","1,1022","1392,30","4606,50","2158,75","12,22","45,05"
1627,2016-07-20,"665,8","1,1015","1379,70","4650,50","2167,50","11,62","45,67"
1628,2016-07-21,"665,0","1,1025","1392,20","4638,25","2158,00","15,82","44,10"
1629,2016-07-22,"648,0","1,0976","1385,50","4657,25","2167,50","15,38","44,45"
1630,2016-07-23,"654,0","1,0976","1385,50","4657,25","2167,50","15,38","44,45"
1631,2016-07-24,"661,8","1,0976","1385,50","4657,25","2167,50","15,38","44,45"
1632,2016-07-25,"654,2","1,0994","1381,30","4653,75","2162,25","15,32","46,00"
1633,2016-07-26,"648,5","1,0987","1382,60","4663,75","2163,25","15,18","45,90"
1634,2016-07-27,"654,5","1,1058","1392,00","4707,75","2160,50","14,78","45,70"
1635,2016-07-29,"658,3","1,1174","1415,70","4726,75","2168,25","13,82","46,96"
1636,2016-07-30,"655,0","1,1174","1415,70","4726,75","2168,25","13,82","46,96"
1637,2016-07-31,"623,7","1,1174","1415,70","4726,75","2168,25","13,82","46,96"
1638,2016-08-01,"608,0","1,1162","1416,20","4744,50","2164,50","13,62","46,00"
1639,2016-08-02,"604,0","1,1227","1429,40","4714,25","2152,75","14,22","45,44"
1640,2016-08-03,"604,1","1,1149","1423,90","4728,25","2157,00","13,82","45,16"
1641,2016-08-04,"604,1","1,113","1427,90","4743,75","2159,25","13,43","46,12"
1642,2016-08-05,"604,1","1,1086","1407,90","4783,00","2176,75","12,88","46,01"
1643,2016-08-06,"604,1","1,1086","1407,90","4783,00","2176,75","12,88","46,01"
1644,2016-08-07,"604,1","1,1086","1407,90","4783,00","2176,75","12,88","46,01"
1645,2016-08-08,"604,1","1,1092","1405,30","4779,25","2175,50","12,47","45,23"
1646,2016-08-09,"604,1","1,1119","1410,60","4791,75","2177,50","12,38","45,82"
1647,2016-08-10,"590,3","1,1176","1415,60","4781,50","2172,75","12,88","45,13"
1648,2016-08-11,"591,3","1,1137","1414,00","4800,00","2181,75","12,62","44,98"
1649,2016-08-12,"585,5","1,1161","1406,80","4804,25","2180,25","12,32","45,12"
1650,2016-08-13,"583,7","1,1161","1406,80","4804,25","2180,25","12,32","45,12"
1651,2016-08-14,"569,4","1,1161","1406,80","4804,25","2180,25","12,32","45,12"
1652,2016-08-15,"564,6","1,1184","1410,60","4822,75","2186,00","12,22","45,12"
1653,2016-08-16,"574,2","1,1278","1419,00","4798,50","2176,75","12,82","44,72"
1654,2016-08-17,"571,8","1,1288","1410,60","4804,00","2179,75","12,82","44,65"
1655,2016-08-18,"572,2","1,1354","1419,10","4808,50","2183,50","14,57","44,70"
1656,2016-08-19,"573,5","1,1326","1408,00","4807,00","2181,75","14,68","45,00"
1657,2016-08-20,"582,0","1,1326","1408,00","4807,00","2181,75","14,68","45,00"
1658,2016-08-21,"581,4","1,1326","1408,00","4807,00","2181,75","14,68","45,00"
1659,2016-08-22,"588,0","1,1319","1405,20","4811,75","2181,50","14,72","44,59"
1660,2016-08-23,"583,5","1,1306","1407,80","4817,00","2185,25","14,68","44,97"
1661,2016-08-24,"580,3","1,1263","1390,40","4786,25","2175,00","15,12","44,52"
1662,2016-08-25,"577,2","1,1283","1384,00","4782,25","2173,50","14,97","44,19"
1663,2016-08-26,"578,0","1,1198","1383,20","4785,75","2168,50","15,12","44,00"
1664,2016-08-27,"568,5","1,1198","1383,20","4785,75","2168,50","15,12","44,00"
1665,2016-08-28,"574,2","1,1198","1383,20","4785,75","2168,50","15,12","44,00"
1666,2016-08-29,"574,8","1,1189","1384,40","4793,25","2179,25","14,68","43,04"
1667,2016-08-30,"579,5","1,1143","1374,50","4776,00","2175,25","14,53","42,27"
1668,2016-08-31,"576,2","1,1158","1367,90","4773,75","2169,50","14,57","42,40"
1669,2016-09-01,"572,7","1,1198","1372,60","4777,50","2167,25","14,57","40,15"
1670,2016-09-02,"579,8","1,1156","1385,30","4795,25","2178,00","13,93","39,56"
1671,2016-09-03,"609,9","1,1156","1385,30","4795,25","2178,00","13,93","39,56"
1672,2016-09-04,"614,5","1,1156","1326,25","4801,25","2180,75","13,78","39,56"
1673,2016-09-05,"611,5","1,1147","1331,10","4791,50","2178,00","13,93","39,56"
1674,2016-09-06,"615,2","1,1256","1411,10","4827,50","2184,50","13,38","40,57"
1675,2016-09-07,"619,8","1,1239","1407,10","4828,75","2184,50","13,22","40,34"
1676,2016-09-08,"631,7","1,1261","1400,20","4796,00","2177,50","13,38","39,47"
1677,2016-09-09,"626,3","1,1233","1393,10","4671,00","2122,75","16,48","38,89"
1678,2016-09-10,"628,0","1,1233","1393,10","4671,00","2122,75","16,48","38,89"
1679,2016-09-11,"612,1","1,1233","1393,10","4671,00","2122,75","16,48","38,89"
1680,2016-09-12,"611,6","1,1234","1384,40","4766,75","2158,50","15,32","39,66"
1681,2016-09-13,"614,2","1,122","1380,80","4727,75","2128,75","17,77","39,21"
1682,2016-09-14,"613,9","1,125","1383,30","4732,50","2120,25","18,38","39,28"
1683,2016-09-15,"611,8","1,1244","1374,90","4817,75","2145,00","17,07","40,08"
1684,2016-09-16,"610,0","1,1155","1367,10","4820,03","2139,96","16,02","41,08"
1685,2016-09-17,"607,7","1,1155","1367,10","4820,03","2139,96","16,02","41,08"
1686,2016-09-18,"613,0","1,1155","1367,10","4820,03","2139,96","16,02","41,08"
1687,2016-09-19,"609,8","1,1174","1374,40","4794,25","2133,00","15,68","41,27"
1688,2016-09-20,"600,0","1,1155","1374,70","4798,50","2131,00","15,88","40,93"
1689,2016-09-21,"597,4","1,1189","1388,30","4850,00","2156,25","15,88","41,04"
1690,2016-09-22,"597,1","1,1208","1399,20","4886,25","2168,25","15,32","41,29"
1691,2016-09-23,"603,3","1,1226","1396,00","4856,50","2158,00","15,57","41,49"
1692,2016-09-24,"602,5","1,1226","1396,00","4856,50","2158,00","15,57","41,49"
1693,2016-09-25,"600,4","1,1226","1396,00","4856,50","2158,00","15,57","41,49"
1694,2016-09-26,"609,1","1,1254","1398,60","4815,00","2139,75","16,27","41,80"
1695,2016-09-27,"605,5","1,1215","1384,40","4860,75","2152,75","15,53","41,16"
1696,2016-09-28,"603,8","1,1216","1376,70","4868,25","2163,25","15,22","41,25"
1697,2016-09-29,"604,6","1,1223","1379,10","4844,25","2148,50","15,93","40,14"
1698,2016-09-30,"611,1","1,1241","1370,40","4870,25","2160,50","15,78","40,81"
1699,2016-10-01,"614,1","1,1241","1370,40","4870,25","2160,50","15,78","40,81"
1700,2016-10-02,"609,1","1,1241","1370,40","4870,25","2160,50","15,78","40,81"
1701,2016-10-03,"612,6","1,1211","1365,90","4865,75","2153,25","15,47","42,74"
1702,2016-10-04,"611,0","1,1204","1322,10","4857,50","2144,75","15,32","42,28"
1703,2016-10-05,"614,1","1,1206","1321,30","4873,50","2153,25","15,12","41,69"
1704,2016-10-06,"613,5","1,1151","1305,50","4872,00","2156,50","14,97","40,20"
1705,2016-10-07,"620,1","1,1201","1304,50","4859,00","2146,50","15,32","39,32"
1706,2016-10-08,"620,5","1,1201","1304,50","4859,00","2146,50","15,32","39,32"
1707,2016-10-09,"616,6","1,1201","1304,50","4859,00","2146,50","15,32","39,32"
1708,2016-10-10,"618,9","1,1138","1313,90","4893,25","2159,00","14,68","40,19"
1709,2016-10-11,"641,7","1,1054","1309,50","4827,00","2134,50","15,82","40,02"
1710,2016-10-12,"637,6","1,1008","1307,70","4813,50","2131,50","16,32","40,30"
1711,2016-10-13,"637,0","1,1056","1312,30","4796,00","2126,25","17,02","40,05"
1712,2016-10-14,"643,0","1,0971","1310,40","4804,25","2127,00","16,62","39,30"
1713,2016-10-15,"640,2","1,0971","1310,40","4804,25","2127,00","16,62","39,30"
1714,2016-10-16,"644,2","1,0971","1310,40","4804,25","2127,00","16,62","39,30"
1715,2016-10-17,"639,8","1,0999","1311,80","4803,25","2123,00","16,52","38,79"
1716,2016-10-18,"638,8","1,0981","1318,60","4827,00","2132,00","15,68","39,82"
1717,2016-10-19,"631,8","1,0974","1325,20","4830,25","2138,00","15,68","40,71"
1718,2016-10-20,"632,5","1,093","1323,50","4843,75","2137,00","15,78","39,82"
1719,2016-10-21,"636,7","1,0884","1323,00","4843,25","2134,75","15,57","40,02"
1720,2016-10-22,"665,0","1,0884","1323,00","4843,25","2134,75","15,57","40,02"
1721,2016-10-23,"659,0","1,0884","1323,00","4843,25","2134,75","15,57","40,02"
1722,2016-10-24,"654,7","1,0883","1317,20","4902,75","2144,25","14,93","40,55"
1723,2016-10-25,"659,5","1,0888","1331,60","4886,00","2138,00","15,22","40,47"
1724,2016-10-26,"678,7","1,0909","1324,60","4853,75","2134,00","15,62","40,45"
1725,2016-10-27,"688,7","1,0897","1330,00","4807,00","2123,50","16,07","40,80"
1726,2016-10-28,"693,5","1,0987","1337,10","4806,00","2123,75","16,62","39,99"
1727,2016-10-29,"714,5","1,0987","1337,10","4806,00","2123,75","16,62","39,99"
1728,2016-10-30,"702,5","1,0987","1337,10","4806,00","2123,75","16,62","39,99"
1729,2016-10-31,"704,1","1,0981","1333,70","4796,75","2120,00","17,23","39,55"
1730,2016-11-01,"734,2","1,1056","1348,00","4757,25","2103,75","17,82","38,16"
1731,2016-11-02,"737,9","1,1097","1368,00","4716,75","2092,25","18,52","37,60"
1732,2016-11-03,"690,1","1,1105","1363,80","4674,50","2083,50","19,77","37,48"
1733,2016-11-04,"708,4","1,1138","1365,70","4657,75","2080,00","19,32","38,11"
1734,2016-11-05,"708,4","1,1138","1365,70","4657,75","2080,00","19,32","38,11"
1735,2016-11-06,"713,0","1,1138","1365,70","4657,75","2080,00","19,32","38,11"
1736,2016-11-07,"707,8","1,104","1340,40","4775,75","2129,00","16,02","38,64"
1737,2016-11-08,"714,0","1,1026","1336,20","4802,25","2135,50","15,97","38,99"
1738,2016-11-09,"723,8","1,0909","1335,70","4820,50","2160,25","14,88","38,01"
1739,2016-11-10,"714,9","1,0893","1326,60","4743,75","2167,25","15,32","37,07"
1740,2016-11-11,"714,8","1,0856","1282,70","4748,00","2161,50","14,93","37,71"
1741,2016-11-12,"703,8","1,0856","1282,70","4748,00","2161,50","14,93","37,71"
1742,2016-11-13,"708,1","1,0856","1282,70","4748,00","2161,50","14,93","37,71"
1743,2016-11-14,"707,4","1,0737","1286,90","4694,50","2160,50","14,47","36,29"
1744,2016-11-15,"712,2","1,0722","1290,90","4766,00","2179,25","13,2","36,75"
1745,2016-11-16,"745,0","1,069","1290,30","4783,25","2172,75","13,2","36,79"
1746,2016-11-17,"740,7","1,0626","1283,80","4828,50","2184,25","15,03","37,73"
1747,2016-11-18,"754,0","1,0588","1276,40","4808,50","2180,75","14,97","37,00"
1748,2016-11-19,"752,9","1,0588","1276,40","4808,50","2180,75","14,97","37,00"
1749,2016-11-20,"729,7","1,0588","1276,40","4808,50","2180,75","14,97","37,00"
1750,2016-11-21,"739,0","1,0629","1276,80","4854,00","2193,00","14,47","36,90"
1751,2016-11-22,"750,0","1,0626","1278,00","4874,75","2200,25","14,43","38,23"
1752,2016-11-23,"742,0","1,056","1256,90","4849,50","2200,75","14,43","38,63"
1753,2016-11-24,"737,7","1,0554","1185,55","4858,50","2205,50","14,32","38,63"
1754,2016-11-25,"740,4","1,0587","1245,50","4868,50","2211,25","14,32","39,33"
1755,2016-11-26,"731,2","1,0587","1245,50","4868,50","2211,25","14,32","39,33"
1756,2016-11-27,"725,0","1,0587","1245,50","4868,50","2211,25","14,32","39,33"
1757,2016-11-28,"731,5","1,0615","1258,60","4861,00","2200,75","14,43","39,22"
1758,2016-11-29,"731,0","1,065","1255,50","4875,00","2203,75","14,28","37,91"
1759,2016-11-30,"739,0","1,0588","1238,40","4816,00","2198,75","14,53","37,88"
1760,2016-12-01,"755,4","1,0662","1233,70","4736,50","2192,00","15,03","36,38"
1761,2016-12-02,"774,9","1,0673","1242,40","4738,50","2192,00","15,07","36,29"
1762,2016-12-03,"765,3","1,0673","1242,40","4738,50","2192,00","15,07","36,29"
1763,2016-12-04,"768,5","1,0673","1242,40","4738,50","2192,00","15,07","36,29"
1764,2016-12-05,"750,6","1,0764","1241,70","4780,50","2204,25","13,53","37,36"
1765,2016-12-06,"757,4","1,0719","1235,00","4786,75","2210,00","13,12","37,17"
1766,2016-12-07,"765,0","1,0753","1250,60","4841,75","2236,75","13,32","38,63"
1767,2016-12-08,"765,0","1,0615","1246,40","4863,00","2247,75","13,43","38,46"
1768,2016-12-09,"770,5","1,0562","1236,00","4893,75","2260,00","13,03","38,44"
1769,2016-12-10,"772,9","1,0562","1236,00","4893,75","2260,00","13,03","38,44"
1770,2016-12-11,"770,2","1,0562","1236,00","4893,75","2260,00","13,03","38,44"
1771,2016-12-12,"778,0","1,0635","1240,30","4867,75","2256,00","13,43","38,49"
1772,2016-12-13,"775,0","1,0627","1233,60","4937,75","2273,25","13,28","39,63"
1773,2016-12-14,"774,5","1,0537","1238,30","4931,75","2257,00","13,43","39,74"
1774,2016-12-15,"777,4","1,0414","1213,10","4934,50","2263,50","13,03","39,52"
1775,2016-12-16,"784,2","1,0451","1220,90","4954,19","2268,63","12,72","40,50"
1776,2016-12-17,"791,0","1,0451","1220,90","4954,19","2268,63","12,72","40,50"
1777,2016-12-18,"790,2","1,0451","1220,90","4954,19","2268,63","12,72","40,50"
1778,2016-12-19,"790,6","1,0402","1225,90","4938,75","2260,00","12,12","40,55"
1779,2016-12-20,"798,0","1,0387","1217,00","4956,00","2266,50","11,57","41,76"
1780,2016-12-21,"830,0","1,0425","1216,50","4949,50","2260,50","11,57","41,54"
1781,2016-12-22,"859,2","1,0437","1213,80","4936,50","2258,75","14,28","41,69"
1782,2016-12-23,"919,0","1,0457","1216,80","4942,25","2260,00","14,28","42,67"
1783,2016-12-24,"895,2","1,0457","1216,80","4942,25","2260,00","14,28","42,67"
1784,2016-12-25,"898,0","1,0457","1135,00","4942,25","2260,00","14,28","42,67"
1785,2016-12-26,"906,4","1,0456","1134,55","4942,88","2259,00","14,28","42,67"
1786,2016-12-27,"936,3","1,0457","1221,90","4961,25","2261,00","13,97","43,91"
1787,2016-12-28,"981,7","1,0412","1224,00","4923,75","2245,25","14,62","43,95"
1788,2016-12-29,"972,6","1,0492","1241,20","4918,50","2245,00","14,82","42,94"
1789,2016-12-30,"959,3","1,0516","1234,50","4864,00","2236,25","15,12","42,74"
1790,2016-12-31,"966,6","1,0516","1234,50","4864,00","2236,25","15,12","42,74"
1791,2017-01-01,"999,0","1,0516","1234,50","4864,00","2236,25","15,12","42,74"
1792,2017-01-02,"1019,3","1,0459","1151,05","4888,12","2243,25","14,88","42,74"
1793,2017-01-03,"1037,5","1,0406","1244,70","4906,25","2252,50","13,78","43,40"
1794,2017-01-04,"1139,6","1,0488","1247,10","4933,50","2264,25","13,18","45,40"
1795,2017-01-05,"1003,2","1,0607","1262,10","4962,00","2264,25","13,03","45,35"
1796,2017-01-06,"898,0","1,0533","1255,70","5004,00","2271,50","12,88","45,80"
1797,2017-01-07,"908,8","1,0533","1255,70","5004,00","2271,50","12,88","45,80"
1798,2017-01-08,"915,9","1,0533","1255,70","5004,00","2271,50","12,88","45,80"
1799,2017-01-09,"903,0","1,0574","1267,60","5022,00","2265,00","12,93","46,26"
1800,2017-01-10,"905,8","1,0554","1268,50","5031,25","2263,75","12,88","45,97"
1801,2017-01-11,"778,6","1,0582","1280,00","5046,50","2270,50","12,53","45,95"
1802,2017-01-12,"804,6","1,0613","1283,30","5034,75","2263,50","12,47","45,92"
1803,2017-01-13,"828,1","1,0644","1281,30","5061,25","2272,50","12,18","47,55"
1804,2017-01-14,"815,3","1,0644","1281,30","5061,25","2272,50","12,18","47,55"
1805,2017-01-15,"820,7","1,0644","1203,35","5050,88","2268,50","12,18","47,55"
1806,2017-01-16,"830,1","1,0603","1202,85","5051,63","2266,25","12,18","47,55"
1807,2017-01-17,"904,0","1,0713","1297,40","5040,25","2262,75","12,18","47,12"
1808,2017-01-18,"887,8","1,0631","1295,70","5054,50","2266,50","12,52","47,67"
1809,2017-01-19,"900,3","1,0664","1285,50","5053,50","2261,50","14,22","48,75"
1810,2017-01-20,"896,0","1,0703","1289,20","5058,25","2266,00","13,82","48,95"
1811,2017-01-21,"924,0","1,0703","1289,20","5058,25","2266,00","13,82","48,95"
1812,2017-01-22,"923,7","1,0703","1289,20","5058,25","2266,00","13,82","48,95"
1813,2017-01-23,"910,0","1,0765","1298,90","5063,50","2262,00","13,57","49,78"
1814,2017-01-24,"886,1","1,0731","1294,10","5096,25","2274,50","13,03","50,92"
1815,2017-01-25,"893,3","1,0748","1281,10","5146,50","2294,00","12,72","50,89"
1816,2017-01-26,"915,1","1,0682","1272,90","5147,75","2294,00","12,68","50,50"
1817,2017-01-27,"916,7","1,0699","1271,70","5162,50","2289,00","12,53","50,59"
1818,2017-01-28,"919,4","1,0699","1271,70","5162,50","2289,00","12,53","50,59"
1819,2017-01-29,"912,6","1,0699","1271,70","5162,50","2289,00","12,53","50,59"
1820,2017-01-30,"917,4","1,0695","1276,40","5124,50","2276,00","12,88","50,13"
