"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 20, 2021","4,315.50","4,262.75","4,329.00","4,252.75","1.84M","1.51%"
"Jul 19, 2021","4,251.25","4,320.00","4,320.75","4,224.00","2.60M","-1.56%"
"Jul 16, 2021","4,318.50","4,347.75","4,368.00","4,314.25","1.64M","-0.77%"
"Jul 15, 2021","4,352.00","4,366.50","4,370.25","4,332.50","1.61M","-0.36%"
"Jul 14, 2021","4,367.75","4,359.50","4,384.50","4,350.00","1.31M","0.15%"
"Jul 13, 2021","4,361.25","4,377.00","4,383.75","4,356.50","1.25M","-0.35%"
"Jul 12, 2021","4,376.50","4,362.00","4,379.25","4,341.75","1.06M","0.38%"
"Jul 09, 2021","4,360.00","4,310.25","4,364.00","4,293.25","1.31M","1.09%"
"Jul 08, 2021","4,313.00","4,352.25","4,352.25","4,279.25","1.99M","-0.84%"
"Jul 07, 2021","4,349.75","4,328.00","4,353.25","4,320.25","1.22M","0.36%"
"Jul 06, 2021","4,334.00","4,341.00","4,348.00","4,305.25","1.37M","-0.28%"
"Jul 05, 2021","4,346.38","4,339.38","4,347.38","4,333.12","-","0.17%"
"Jul 04, 2021","4,339.12","4,338.75","4,342.62","4,338.25","-","-0.08%"
"Jul 02, 2021","4,342.75","4,309.75","4,347.00","4,308.00","999.78K","0.74%"
"Jul 01, 2021","4,310.75","4,294.25","4,312.00","4,286.00","985.19K","0.52%"
"Jun 30, 2021","4,288.50","4,284.75","4,294.25","4,269.25","1.10M","0.15%"
"Jun 29, 2021","4,282.00","4,280.50","4,291.00","4,271.75","741.47K","0.04%"
"Jun 28, 2021","4,280.50","4,275.00","4,282.00","4,264.25","823.72K","0.22%"
"Jun 25, 2021","4,271.25","4,262.00","4,276.75","4,253.50","906.16K","0.36%"
"Jun 24, 2021","4,256.00","4,233.75","4,263.75","4,231.75","878.79K","0.58%"
"Jun 23, 2021","4,231.50","4,237.50","4,248.25","4,230.50","938.30K","-0.11%"
"Jun 22, 2021","4,236.25","4,219.25","4,245.50","4,205.75","1.06M","0.53%"
"Jun 21, 2021","4,213.75","4,142.50","4,219.75","4,126.75","1.43M","0.63%"
"Jun 18, 2021","4,187.25","4,225.75","4,231.00","4,183.75","35.12K","-0.83%"
"Jun 17, 2021","4,222.25","4,214.25","4,232.50","4,193.00","326.19K","-0.02%"
"Jun 16, 2021","4,223.00","4,248.00","4,251.25","4,200.75","511.74K","-0.55%"
"Jun 15, 2021","4,246.50","4,255.25","4,267.50","4,238.00","981.19K","-0.19%"
"Jun 14, 2021","4,254.75","4,248.00","4,257.50","4,233.50","1.12M","0.21%"
"Jun 11, 2021","4,245.75","4,239.50","4,247.75","4,230.75","1.08M","0.18%"
"Jun 10, 2021","4,238.00","4,222.25","4,249.00","4,207.00","1.56M","0.46%"
"Jun 09, 2021","4,218.50","4,225.50","4,235.00","4,217.00","1.06M","-0.17%"
"Jun 08, 2021","4,225.75","4,227.50","4,236.75","4,205.75","1.31M","0.01%"
"Jun 07, 2021","4,225.50","4,232.25","4,232.50","4,214.00","934.68K","-0.07%"
"Jun 04, 2021","4,228.25","4,190.75","4,232.00","4,177.00","1.05M","0.88%"
"Jun 03, 2021","4,191.25","4,208.00","4,213.25","4,165.25","1.38M","-0.36%"
"Jun 02, 2021","4,206.25","4,198.50","4,215.00","4,190.75","1.06M","0.18%"
"Jun 01, 2021","4,198.50","4,206.50","4,230.00","4,190.00","1.37M","-0.05%"
"May 31, 2021","4,200.62","4,206.88","4,209.88","4,190.38","-","-0.16%"
"May 30, 2021","4,207.38","4,203.25","4,210.38","4,203.12","-","0.12%"
"May 28, 2021","4,202.50","4,211.25","4,217.50","4,201.00","1.11M","0.08%"
"May 27, 2021","4,199.00","4,193.00","4,211.50","4,177.75","1.18M","0.14%"
"May 26, 2021","4,193.00","4,188.00","4,204.25","4,180.50","1.05M","0.18%"
"May 25, 2021","4,185.50","4,199.25","4,212.75","4,179.25","1.22M","-0.20%"
"May 24, 2021","4,193.75","4,151.50","4,206.25","4,142.50","1.05M","1.01%"
"May 21, 2021","4,151.75","4,152.50","4,185.00","4,147.00","1.47M","-0.06%"
"May 20, 2021","4,154.25","4,107.75","4,169.25","4,084.50","1.49M","1.04%"
"May 19, 2021","4,111.50","4,114.00","4,123.00","4,055.50","2.31M","-0.28%"
"May 18, 2021","4,123.00","4,159.00","4,179.50","4,111.50","1.29M","-0.84%"
"May 17, 2021","4,157.75","4,169.00","4,178.75","4,136.50","1.48M","-0.27%"
"May 14, 2021","4,169.00","4,112.50","4,178.25","4,105.25","1.51M","1.51%"
"May 13, 2021","4,107.00","4,053.50","4,126.75","4,029.25","2.38M","1.19%"
"May 12, 2021","4,058.75","4,140.00","4,150.50","4,051.00","2.63M","-2.11%"
"May 11, 2021","4,146.25","4,176.75","4,185.50","4,103.75","2.52M","-0.89%"
"May 10, 2021","4,183.50","4,226.75","4,238.25","4,172.00","1.66M","-0.99%"
"May 07, 2021","4,225.25","4,197.50","4,232.25","4,191.75","1.65M","0.74%"
"May 06, 2021","4,194.25","4,158.75","4,197.25","4,140.50","1.75M","0.82%"
"May 05, 2021","4,160.00","4,158.25","4,180.00","4,153.00","1.42M","0.04%"
"May 04, 2021","4,158.25","4,184.25","4,185.50","4,120.50","2.00M","-0.66%"
"May 03, 2021","4,185.75","4,181.50","4,202.50","4,181.00","1.26M","0.27%"
"Apr 30, 2021","4,174.50","4,200.75","4,201.50","4,167.25","1.90M","-0.69%"
"Apr 29, 2021","4,203.50","4,184.75","4,211.00","4,168.00","1.75M","0.65%"
"Apr 28, 2021","4,176.25","4,180.25","4,193.75","4,172.75","1.28M","-0.07%"
"Apr 27, 2021","4,179.00","4,181.50","4,192.50","4,166.75","992.03K","-0.01%"
"Apr 26, 2021","4,179.50","4,170.75","4,186.00","4,163.75","1.02M","0.19%"
"Apr 23, 2021","4,171.50","4,129.00","4,186.75","4,127.50","1.51M","1.06%"
"Apr 22, 2021","4,127.75","4,157.50","4,171.75","4,115.25","1.94M","-0.89%"
"Apr 21, 2021","4,164.75","4,121.25","4,167.25","4,113.00","1.51M","0.93%"
"Apr 20, 2021","4,126.50","4,156.25","4,167.25","4,110.50","1.70M","-0.70%"
"Apr 19, 2021","4,155.50","4,165.00","4,174.75","4,141.75","1.62M","-0.50%"
"Apr 16, 2021","4,176.25","4,162.75","4,183.50","4,154.25","1.30M","0.33%"
"Apr 15, 2021","4,162.50","4,123.50","4,166.50","4,119.50","1.28M","1.08%"
"Apr 14, 2021","4,118.00","4,134.75","4,144.00","4,113.00","1.53M","-0.36%"
"Apr 13, 2021","4,132.75","4,122.75","4,139.75","4,101.25","1.08M","0.30%"
"Apr 12, 2021","4,120.25","4,114.25","4,124.50","4,104.50","1.09M","0.02%"
"Apr 09, 2021","4,119.50","4,098.00","4,121.50","4,081.00","1.09M","0.75%"
"Apr 08, 2021","4,089.00","4,074.25","4,098.50","4,072.50","988.35K","0.47%"
"Apr 07, 2021","4,070.00","4,067.00","4,075.50","4,056.50","1.10M","0.15%"
"Apr 06, 2021","4,064.00","4,069.75","4,076.00","4,052.25","1.25M","-0.09%"
"Apr 05, 2021","4,067.75","4,030.00","4,073.75","4,021.00","1.25M","0.00%"
"Apr 02, 2021","4,067.75","4,014.50","4,038.00","4,012.50","64.75K","1.44%"
"Apr 01, 2021","4,010.00","3,967.50","4,015.25","3,964.50","1.25M","1.07%"
"Mar 31, 2021","3,967.50","3,949.50","3,983.75","3,941.50","1.64M","0.50%"
"Mar 30, 2021","3,947.75","3,965.25","3,968.50","3,933.75","1.59M","-0.28%"
"Mar 29, 2021","3,959.00","3,962.25","3,971.25","3,928.75","2.00M","-0.15%"
"Mar 26, 2021","3,964.75","3,907.50","3,968.00","3,900.75","1.98M","1.65%"
"Mar 25, 2021","3,900.50","3,882.75","3,909.50","3,843.25","2.28M","0.51%"
"Mar 24, 2021","3,880.75","3,905.75","3,931.50","3,877.50","2.06M","-0.49%"
"Mar 23, 2021","3,899.75","3,933.25","3,938.75","3,890.50","1.88M","-0.77%"
"Mar 22, 2021","3,930.00","3,893.50","3,944.50","3,885.00","1.33M","0.44%"
"Mar 19, 2021","3,912.62","3,923.75","3,934.25","3,908.00","38.58K","-0.10%"
"Mar 18, 2021","3,916.50","3,972.00","3,988.75","3,911.00","335.44K","-1.45%"
"Mar 17, 2021","3,974.00","3,967.50","3,983.75","3,935.25","520.41K","0.29%"
"Mar 16, 2021","3,962.50","3,967.00","3,980.50","3,952.75","887.25K","-0.13%"
"Mar 15, 2021","3,967.50","3,945.75","3,969.75","3,922.25","1.30M","0.64%"
"Mar 12, 2021","3,942.25","3,937.50","3,947.50","3,910.25","1.45M","0.14%"
"Mar 11, 2021","3,936.75","3,907.75","3,958.50","3,893.00","1.60M","1.03%"
"Mar 10, 2021","3,896.50","3,878.50","3,916.25","3,856.25","1.85M","0.60%"
"Mar 09, 2021","3,873.25","3,831.25","3,901.25","3,826.25","1.70M","1.41%"
"Mar 08, 2021","3,819.25","3,854.75","3,878.75","3,796.25","2.20M","-0.51%"
"Mar 05, 2021","3,839.00","3,765.50","3,850.00","3,728.50","2.95M","1.95%"
"Mar 04, 2021","3,765.50","3,818.00","3,842.25","3,720.50","3.19M","-1.34%"
"Mar 03, 2021","3,816.75","3,867.50","3,898.00","3,813.00","2.20M","-1.31%"
"Mar 02, 2021","3,867.50","3,903.25","3,906.50","3,865.50","1.64M","-0.80%"
"Mar 01, 2021","3,898.75","3,817.25","3,912.00","3,812.50","1.69M","2.35%"
"Feb 26, 2021","3,809.25","3,823.25","3,858.50","3,785.00","3.01M","-0.49%"
"Feb 25, 2021","3,828.00","3,923.50","3,934.50","3,810.25","2.86M","-2.41%"
"Feb 24, 2021","3,922.50","3,876.25","3,927.75","3,851.75","1.94M","1.15%"
"Feb 23, 2021","3,878.00","3,878.00","3,896.00","3,804.75","2.28M","0.12%"
"Feb 22, 2021","3,873.50","3,905.50","3,914.50","3,861.25","1.51M","-0.76%"
"Feb 19, 2021","3,903.00","3,910.50","3,931.00","3,890.25","1.43M","-0.17%"
"Feb 18, 2021","3,909.50","3,928.25","3,936.00","3,880.50","1.54M","-0.47%"
"Feb 17, 2021","3,928.00","3,929.00","3,932.25","3,896.50","1.38M","0.01%"
"Feb 16, 2021","3,927.75","3,936.50","3,959.25","3,918.75","1.45M","-0.50%"
"Feb 15, 2021","3,947.38","3,936.38","3,951.88","3,935.88","-","0.28%"
"Feb 14, 2021","3,936.38","3,935.50","3,939.88","3,935.50","-","0.14%"
"Feb 12, 2021","3,931.00","3,905.25","3,936.25","3,890.25","1.05M","0.49%"
"Feb 11, 2021","3,912.00","3,907.00","3,920.50","3,884.50","1.30M","0.23%"
"Feb 10, 2021","3,903.00","3,912.25","3,928.50","3,878.25","1.56M","-0.06%"
"Feb 09, 2021","3,905.50","3,910.50","3,913.25","3,895.00","881.92K","-0.06%"
"Feb 08, 2021","3,908.00","3,889.00","3,911.25","3,885.50","972.44K","0.72%"
"Feb 05, 2021","3,880.25","3,864.25","3,888.25","3,860.00","1.14M","0.41%"
"Feb 04, 2021","3,864.50","3,832.75","3,869.75","3,811.25","1.14M","1.07%"
"Feb 03, 2021","3,823.50","3,829.50","3,843.50","3,807.75","1.29M","0.14%"
"Feb 02, 2021","3,818.25","3,764.75","3,835.75","3,760.00","1.42M","1.39%"
"Feb 01, 2021","3,765.75","3,692.25","3,777.00","3,656.50","1.69M","1.63%"
"Jan 29, 2021","3,705.25","3,770.25","3,777.25","3,685.50","2.69M","-1.96%"
"Jan 28, 2021","3,779.25","3,735.25","3,823.50","3,703.50","2.15M","0.93%"
"Jan 27, 2021","3,744.25","3,845.25","3,853.00","3,706.50","2.57M","-2.56%"
"Jan 26, 2021","3,842.50","3,845.00","3,862.25","3,821.50","1.17M","-0.16%"
"Jan 25, 2021","3,848.50","3,835.50","3,853.25","3,788.50","1.76M","0.37%"
"Jan 22, 2021","3,834.25","3,846.75","3,849.00","3,813.25","1.19M","-0.31%"
"Jan 21, 2021","3,846.00","3,841.50","3,859.75","3,836.50","1.07M","0.03%"
"Jan 20, 2021","3,845.00","3,796.75","3,852.50","3,788.50","1.25M","1.44%"
"Jan 19, 2021","3,790.50","3,750.00","3,797.00","3,740.50","1.32M","0.46%"
"Jan 18, 2021","3,773.12","3,749.38","3,773.38","3,743.00","-","0.62%"
"Jan 17, 2021","3,750.00","3,745.38","3,759.88","3,745.38","-","-0.33%"
"Jan 15, 2021","3,762.25","3,793.00","3,797.75","3,741.50","1.78M","-0.76%"
"Jan 14, 2021","3,791.25","3,808.50","3,817.75","3,786.25","1.17M","-0.33%"
"Jan 13, 2021","3,803.75","3,792.00","3,813.50","3,776.50","1.05M","0.24%"
"Jan 12, 2021","3,794.50","3,794.25","3,806.75","3,768.00","1.22M","0.07%"
"Jan 11, 2021","3,792.00","3,815.50","3,820.75","3,776.50","1.29M","-0.67%"
"Jan 08, 2021","3,817.50","3,797.75","3,824.50","3,775.00","1.62M","0.58%"
"Jan 07, 2021","3,795.50","3,752.50","3,804.00","3,742.00","1.30M","1.47%"
"Jan 06, 2021","3,740.50","3,717.50","3,774.75","3,685.50","2.13M","0.60%"
"Jan 05, 2021","3,718.25","3,695.00","3,730.00","3,673.25","1.41M","0.70%"
"Jan 04, 2021","3,692.25","3,748.75","3,773.25","3,652.50","2.04M","-1.51%"
"Jan 01, 2021","3,748.75","3,748.75","3,748.75","3,748.75","-","0.00%"
"Dec 31, 2020","3,748.75","3,725.00","3,753.00","3,715.00","993.34K","0.66%"
"Dec 30, 2020","3,724.25","3,724.50","3,738.25","3,716.50","770.00K","0.11%"
"Dec 29, 2020","3,720.00","3,731.00","3,747.75","3,714.50","992.64K","-0.20%"
"Dec 28, 2020","3,727.50","3,682.00","3,732.25","3,676.00","760.65K","0.88%"
"Dec 24, 2020","3,695.00","3,685.25","3,696.00","3,678.50","369.65K","0.37%"
"Dec 23, 2020","3,681.50","3,674.25","3,701.75","3,651.00","1.02M","0.12%"
"Dec 22, 2020","3,677.25","3,685.00","3,695.00","3,663.75","1.10M","-0.23%"
"Dec 21, 2020","3,685.75","3,718.25","3,724.00","3,596.00","1.84M","-1.09%"
"Dec 18, 2020","3,726.25","3,721.50","3,733.25","3,707.75","31.89K","0.13%"
"Dec 17, 2020","3,721.25","3,704.50","3,724.75","3,699.50","292.92K","0.55%"
"Dec 16, 2020","3,700.75","3,697.75","3,711.50","3,687.00","584.71K","0.17%"
"Dec 15, 2020","3,694.50","3,653.00","3,695.75","3,642.75","1.03M","1.32%"
"Dec 14, 2020","3,646.50","3,677.75","3,698.00","3,642.75","1.49M","-0.40%"
"Dec 11, 2020","3,661.25","3,670.00","3,674.75","3,628.25","1.54M","-0.20%"
"Dec 10, 2020","3,668.50","3,669.50","3,681.25","3,644.00","1.60M","-0.11%"
"Dec 09, 2020","3,672.50","3,707.75","3,714.75","3,659.50","1.79M","-0.80%"
"Dec 08, 2020","3,702.00","3,682.75","3,708.00","3,664.25","1.12M","0.30%"
"Dec 07, 2020","3,690.75","3,694.75","3,705.00","3,672.25","1.08M","-0.20%"
"Dec 04, 2020","3,698.00","3,668.25","3,700.00","3,665.50","991.86K","0.91%"
"Dec 03, 2020","3,664.50","3,671.00","3,682.00","3,655.25","1.12M","-0.07%"
"Dec 02, 2020","3,667.25","3,661.25","3,672.75","3,642.25","1.11M","0.18%"
"Dec 01, 2020","3,660.50","3,631.00","3,677.50","3,626.00","1.37M","1.03%"
"Nov 30, 2020","3,623.25","3,643.75","3,652.00","3,592.25","1.71M","-0.36%"
"Nov 27, 2020","3,636.50","3,630.25","3,642.75","3,612.75","639.27K","0.43%"
"Nov 26, 2020","3,620.75","3,631.62","3,638.62","3,614.12","-","-0.18%"
"Nov 25, 2020","3,627.25","3,635.50","3,655.00","3,615.25","1.02M","-0.15%"
"Nov 24, 2020","3,632.75","3,576.00","3,640.00","3,575.25","1.29M","1.59%"
"Nov 23, 2020","3,576.00","3,546.50","3,588.00","3,545.50","1.20M","0.61%"
"Nov 20, 2020","3,554.25","3,560.00","3,582.50","3,542.75","1.19M","-0.72%"
"Nov 19, 2020","3,580.00","3,562.00","3,582.75","3,542.25","1.29M","0.42%"
"Nov 18, 2020","3,565.00","3,604.50","3,623.25","3,556.50","1.33M","-1.16%"
"Nov 17, 2020","3,606.75","3,625.50","3,630.00","3,584.25","1.27M","-0.45%"
"Nov 16, 2020","3,623.00","3,587.00","3,637.00","3,586.50","1.30M","1.14%"
"Nov 13, 2020","3,582.00","3,537.50","3,590.00","3,518.00","1.33M","1.40%"
"Nov 12, 2020","3,532.50","3,574.50","3,574.50","3,513.00","1.69M","-0.99%"
"Nov 11, 2020","3,568.00","3,546.25","3,576.75","3,531.00","1.32M","0.76%"
"Nov 10, 2020","3,541.00","3,549.50","3,562.75","3,506.50","2.16M","-0.08%"
"Nov 09, 2020","3,544.00","3,522.50","3,668.00","3,515.75","2.61M","1.24%"
"Nov 06, 2020","3,500.75","3,508.75","3,519.00","3,456.75","1.64M","-0.11%"
"Nov 05, 2020","3,504.75","3,448.00","3,522.50","3,428.25","1.67M","2.03%"
"Nov 04, 2020","3,435.00","3,362.75","3,480.00","3,319.00","2.81M","2.19%"
"Nov 03, 2020","3,361.50","3,304.00","3,382.75","3,301.25","1.66M","1.85%"
"Nov 02, 2020","3,300.50","3,260.00","3,323.50","3,243.25","1.85M","1.10%"
"Oct 30, 2020","3,264.75","3,268.00","3,296.25","3,225.00","2.49M","-1.14%"
"Oct 29, 2020","3,302.25","3,279.00","3,333.75","3,250.25","1.97M","1.19%"
"Oct 28, 2020","3,263.50","3,369.00","3,370.25","3,260.75","2.63M","-3.53%"
"Oct 27, 2020","3,383.00","3,394.25","3,410.00","3,368.25","1.57M","-0.31%"
"Oct 26, 2020","3,393.50","3,445.75","3,446.25","3,356.00","1.96M","-1.69%"
"Oct 23, 2020","3,451.75","3,455.75","3,462.50","3,431.50","1.22M","0.07%"
"Oct 22, 2020","3,449.25","3,430.25","3,453.00","3,402.50","1.50M","0.49%"
"Oct 21, 2020","3,432.50","3,437.00","3,458.00","3,420.50","1.68M","0.01%"
"Oct 20, 2020","3,432.25","3,436.00","3,469.75","3,418.75","1.70M","0.28%"
